Drug Name,Price (Dhs),Usage
Ultra Levure 250Mg Gelule,60.8,"Traitement symptomatique d'appoint de la diarrhée, en complément de la réhydratation. ; L'importance de la réhydratation par soluté de réhydratation orale ou par voie intraveineuse doit être adaptée en fonction de l'intensité de la diarrhée, de l'âge et des particularités du patient (maladies associées…)."
Ultra Levure 250Mg Sachet,67.0,"Traitement symptomatique d'appoint de la diarrhée, en complément de la réhydratation. ; L'importance de la réhydratation par soluté de réhydratation orale ou par voie intraveineuse doit être adaptée en fonction de l'intensité de la diarrhée, de l'âge et des particularités du patient (maladies associées…)."
Ultranalevure 250 Mg Gelule,34.6,"Traitement symptomatique d'appoint de la diarrhée, en complément de la réhydratation. ; L'importance de la réhydratation par soluté de réhydratation orale ou par voie intraveineuse doit être adaptée en fonction de l'intensité de la diarrhée, de l'âge et des particularités du patient (maladies associées…)."
Ultranalevure 250 Mg Poudre Pour Suspension Buvable,35.6,"Traitement symptomatique d'appoint de la diarrhée, en complément de la réhydratation. ; L'importance de la réhydratation par soluté de réhydratation orale ou par voie intraveineuse doit être adaptée en fonction de l'intensité de la diarrhée, de l'âge et des particularités du patient (maladies associées…)."
Ultravist 300Mgml Solution Injectable,75.8,"Le médicament ne doit être utilisé qu'à des fins diagnostiques. ; Ultravist 150 ; Angiographie intra-artérielle avec soustraction digitale, contrôle fonctionnel d'un shunt d'hémodialyse. ; Ultravist 240, 300, 370 ; Renforcement du contraste dans la tomodensitométrie (TDM), angiographie avec soustraction digitale, urographie intraveineuse, phlébographie des membres, visualisation des cavités de l'organisme (p.ex. arthrographie, fistulographie) à l'exception de la myélographie, ventriculographie, cisternographie. ; Ultravist 240: Également indiqué pour l'hystérosalpingographie. ; Ultravist 300: Également indiqué pour la vénographie, l'artériographie et l'hystérosalpingographie. ; Ultravist 370: Également indiqué pour l'angiocardiographie. ; Source : Compendium.ch - Date : 21 octobre 2025"
Ultravist 300Mgml Solution Injectable 2,388.0,"Le médicament ne doit être utilisé qu'à des fins diagnostiques. ; Ultravist 150 ; Angiographie intra-artérielle avec soustraction digitale, contrôle fonctionnel d'un shunt d'hémodialyse. ; Ultravist 240, 300, 370 ; Renforcement du contraste dans la tomodensitométrie (TDM), angiographie avec soustraction digitale, urographie intraveineuse, phlébographie des membres, visualisation des cavités de l'organisme (p.ex. arthrographie, fistulographie) à l'exception de la myélographie, ventriculographie, cisternographie. ; Ultravist 240: Également indiqué pour l'hystérosalpingographie. ; Ultravist 300: Également indiqué pour la vénographie, l'artériographie et l'hystérosalpingographie. ; Ultravist 370: Également indiqué pour l'angiocardiographie. ; Source : Compendium.ch - Date : 21 octobre 2025"
Ultravist 300Mgml Solution Injectable 3,194.6,"Le médicament ne doit être utilisé qu'à des fins diagnostiques. ; Ultravist 150 ; Angiographie intra-artérielle avec soustraction digitale, contrôle fonctionnel d'un shunt d'hémodialyse. ; Ultravist 240, 300, 370 ; Renforcement du contraste dans la tomodensitométrie (TDM), angiographie avec soustraction digitale, urographie intraveineuse, phlébographie des membres, visualisation des cavités de l'organisme (p.ex. arthrographie, fistulographie) à l'exception de la myélographie, ventriculographie, cisternographie. ; Ultravist 240: Également indiqué pour l'hystérosalpingographie. ; Ultravist 300: Également indiqué pour la vénographie, l'artériographie et l'hystérosalpingographie. ; Ultravist 370: Également indiqué pour l'angiocardiographie. ; Source : Compendium.ch - Date : 21 octobre 2025"
Ultravist 370Mgml Solution Injectable,434.0,"Le médicament ne doit être utilisé qu'à des fins diagnostiques. ; Ultravist 150 ; Angiographie intra-artérielle avec soustraction digitale, contrôle fonctionnel d'un shunt d'hémodialyse. ; Ultravist 240, 300, 370 ; Renforcement du contraste dans la tomodensitométrie (TDM), angiographie avec soustraction digitale, urographie intraveineuse, phlébographie des membres, visualisation des cavités de l'organisme (p.ex. arthrographie, fistulographie) à l'exception de la myélographie, ventriculographie, cisternographie. ; Ultravist 240: Également indiqué pour l'hystérosalpingographie. ; Ultravist 300: Également indiqué pour la vénographie, l'artériographie et l'hystérosalpingographie. ; Ultravist 370: Également indiqué pour l'angiocardiographie. ; Source : Compendium.ch - Date : 21 octobre 2025"
Ultravist 370Mgml Solution Injectable 3,230.0,"Le médicament ne doit être utilisé qu'à des fins diagnostiques. ; Ultravist 150 ; Angiographie intra-artérielle avec soustraction digitale, contrôle fonctionnel d'un shunt d'hémodialyse. ; Ultravist 240, 300, 370 ; Renforcement du contraste dans la tomodensitométrie (TDM), angiographie avec soustraction digitale, urographie intraveineuse, phlébographie des membres, visualisation des cavités de l'organisme (p.ex. arthrographie, fistulographie) à l'exception de la myélographie, ventriculographie, cisternographie. ; Ultravist 240: Également indiqué pour l'hystérosalpingographie. ; Ultravist 300: Également indiqué pour la vénographie, l'artériographie et l'hystérosalpingographie. ; Ultravist 370: Également indiqué pour l'angiocardiographie. ; Source : Compendium.ch - Date : 21 octobre 2025"
Umax 400 %C2%B5G Gelule,113.4,Traitement des symptômes fonctionnels de l'hyperplasie bénigne de la prostate.
Umax 400 %C2%B5G Lp Gelule,43.1,Traitement des symptômes fonctionnels de l'hyperplasie bénigne de la prostate.
Umax 400 %C2%B5G Lp Gelule 2,199.7,Traitement des symptômes fonctionnels de l'hyperplasie bénigne de la prostate.
Umuline Nph 100Uiml Suspension Injectable,166.0,Traitement des patients atteints de diabète nécessitant un traitement par insuline pour maintenir un équilibre glycémique normal.
Umuline Nph Pen 100 Uiml 100 Uiml Suspension Injectable,104.0,Traitement des patients atteints de diabète nécessitant un traitement par insuline pour maintenir un équilibre glycémique normal.
Umuline Profil 30 100Uiml Suspension Injectable,166.0,Traitement des patients atteints de diabète nécessitant un traitement par insuline pour maintenir un équilibre glycémique normal.
Umuline Profil 30 Pen 100 Uiml Suspension Injectable,104.0,Traitement des patients atteints de diabète nécessitant un traitement par insuline pour maintenir un équilibre glycémique normal.
Un Alfa 025 %C2%B5G Capsule,69.7,"1- Traitement curatif de l'ostéodystrophie rénale chez l'urémique (adulte et enfant) avant ou au stade de la dialyse (clairance de la créatinine < 30 ml/min/1,73 m2). ; L'ostéodystrophie rénale doit être radiologiquement évidente et/ou avec élévation des phosphatases alcalines et hypocalcémie < 95 mg/L (2,5 mmol/L). ; 2- Traitement préventif de l'ostéodystrophie rénale: ; · chez l'enfant insuffisant rénal non hémodialysé, ; · chez l'adulte insuffisant rénal non hémodialysé: ; o uniquement en cas d'hyperparathyroïdisme authentifié (augmentation franche de la PTH à deux fois la limite supérieure de la normale, cette dernière étant fonction du degré de l'insuffisance rénale), ; et ; o après correction préalable de l'hyperphosphorémie (≥ 1,50 mmol/L) par les sels alcalins de calcium, sans induire d'hypercalcémie. ; 3- Rachitismes pseudo-carentiels ; 4- Rachitismes et ostéomalacies par hypophosphatémie vitamino-résistante en association avec un supplément de phosphate [et de 24,25 (OH)2 vitamine D3]. ; 5- Hypoparathyroïdismes et pseudo-hypoparathyroïdismes. ; 6- Prévention de l'hypocalcémie post-parathyroïdectomie en cas d'hyperparathyroïdisme primaire ou tertiaire. ; 7- Hypocalcémie néonatale tardive."
Un Alfa 1 %C2%B5G Capsule,161.0,"1- Traitement curatif de l'ostéodystrophie rénale chez l'urémique (adulte et enfant) avant ou au stade de la dialyse (clairance de la créatinine < 30 ml/min/1,73 m2). ; L'ostéodystrophie rénale doit être radiologiquement évidente et/ou avec élévation des phosphatases alcalines et hypocalcémie < 95 mg/L (2,5 mmol/L). ; 2- Traitement préventif de l'ostéodystrophie rénale: ; · chez l'enfant insuffisant rénal non hémodialysé, ; · chez l'adulte insuffisant rénal non hémodialysé: ; o uniquement en cas d'hyperparathyroïdisme authentifié (augmentation franche de la PTH à deux fois la limite supérieure de la normale, cette dernière étant fonction du degré de l'insuffisance rénale), ; et ; o après correction préalable de l'hyperphosphorémie (≥ 1,50 mmol/L) par les sels alcalins de calcium, sans induire d'hypercalcémie. ; 3- Rachitismes pseudo-carentiels ; 4- Rachitismes et ostéomalacies par hypophosphatémie vitamino-résistante en association avec un supplément de phosphate [et de 24,25 (OH)2 vitamine D3]. ; 5- Hypoparathyroïdismes et pseudo-hypoparathyroïdismes. ; 6- Prévention de l'hypocalcémie post-parathyroïdectomie en cas d'hyperparathyroïdisme primaire ou tertiaire. ; 7- Hypocalcémie néonatale tardive."
Unizitro 200 Mg 5 Ml Suspension Buvable,71.9,"Elles procèdent de l’activité antibactérienne et des caractéristiques pharmacocinétiques de l’azithromycine. Elles tiennent compte à la fois des études cliniques auxquelles a donné lieu ce médicament et de sa place dans l’éventail des produits antibactériens actuellement disponibles. ; Elles sont limitées aux infections dues aux germes définis comme sensibles : ; • angines documentées à streptocoque A bêta-hémolytique, en alternative au traitement par bêta-lactamines, particulièrement lorsque celui-ci ne peut être utilisé, ; • surinfections des bronchites aiguës, ; • exacerbations des bronchites chroniques, ; • infections stomatologiques. ; Il convient de tenir compte des recommandations officielles concernant l’utilisation appropriée des antibactériens."
Unizitro 200 Mg 5 Ml Suspension Buvable 2,58.9,"Elles procèdent de l’activité antibactérienne et des caractéristiques pharmacocinétiques de l’azithromycine. Elles tiennent compte à la fois des études cliniques auxquelles a donné lieu ce médicament et de sa place dans l’éventail des produits antibactériens actuellement disponibles. ; Elles sont limitées aux infections dues aux germes définis comme sensibles : ; • angines documentées à streptocoque A bêta-hémolytique, en alternative au traitement par bêta-lactamines, particulièrement lorsque celui-ci ne peut être utilisé, ; • surinfections des bronchites aiguës, ; • exacerbations des bronchites chroniques, ; • infections stomatologiques. ; Il convient de tenir compte des recommandations officielles concernant l’utilisation appropriée des antibactériens."
